,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
5005,1,123,3,2,2,13.0,not acept,not furnished,1293.0,4673.0,463.0,18.0,6447.0
5007,1,113,2,2,1,6.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
5009,0,62,2,1,1,6.0,acept,not furnished,447.0,1200.0,76.0,16.0,1739.0
5010,1,138,3,4,2,18.0,acept,furnished,1500.0,10000.0,527.0,127.0,12150.0
5011,1,156,3,3,3,7.0,acept,furnished,1600.0,8000.0,628.0,102.0,10330.0
5015,1,315,4,5,5,20.0,not acept,not furnished,2500.0,4000.0,1000.0,29.0,7529.0
5016,1,117,3,3,1,20.0,not acept,not furnished,1200.0,7000.0,217.0,89.0,8506.0
5017,1,60,2,3,2,6.0,not acept,not furnished,730.0,1100.0,19.0,14.0,1863.0
5019,1,65,2,1,0,2.0,acept,not furnished,300.0,1800.0,49.0,23.0,2172.0
5021,0,76,3,1,1,2.0,acept,not furnished,480.0,1300.0,92.0,17.0,1889.0
5022,1,178,2,4,2,2.0,acept,not furnished,2300.0,7000.0,891.0,89.0,10280.0
5023,1,20,1,1,0,4.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
5029,0,53,1,1,2,7.0,not acept,furnished,1000.0,2400.0,67.0,31.0,3498.0
5030,1,200,3,3,2,12.0,acept,not furnished,2000.0,6500.0,417.0,83.0,9000.0
5031,1,71,2,2,2,14.0,not acept,not furnished,511.0,3000.0,203.0,39.0,3753.0
5035,0,60,2,1,0,1.0,acept,not furnished,457.0,1170.0,55.0,15.0,1697.0
5036,1,180,4,4,2,2.0,acept,not furnished,2600.0,2000.0,584.0,26.0,5210.0
5039,1,182,3,2,3,12.0,acept,not furnished,2307.0,12000.0,786.0,153.0,15250.0
5040,1,45,1,2,1,1.0,acept,not furnished,774.0,3446.0,167.0,21.0,4408.0
5042,1,130,3,3,2,7.0,acept,not furnished,1200.0,3500.0,342.0,45.0,5087.0
5043,1,132,3,2,3,4.0,acept,furnished,1400.0,5500.0,622.0,70.0,7592.0
5044,1,215,3,1,1,18.0,acept,not furnished,1100.0,4000.0,240.0,51.0,5391.0
5045,1,54,2,2,1,1.0,acept,not furnished,500.0,2418.0,200.0,31.0,3149.0
5048,1,150,3,3,2,13.0,acept,not furnished,1526.0,3100.0,309.0,40.0,4975.0
5049,1,310,3,3,2,11.0,acept,not furnished,1580.0,6900.0,343.0,88.0,8911.0
5052,1,80,3,1,1,7.0,acept,not furnished,978.0,2400.0,105.0,31.0,3514.0
5055,1,179,3,3,3,12.0,acept,furnished,1800.0,3200.0,900.0,41.0,5941.0
5056,1,52,1,2,1,13.0,acept,not furnished,1100.0,5000.0,210.0,64.0,6374.0
5059,1,70,2,2,1,15.0,acept,not furnished,1110.0,4200.0,192.0,54.0,5556.0
5060,1,254,4,4,4,7.0,acept,not furnished,3366.0,9000.0,1800.0,115.0,14280.0
5061,1,200,3,2,1,5.0,acept,not furnished,1618.0,2380.0,161.0,31.0,4190.0
5062,1,300,4,3,3,20.0,acept,furnished,4300.0,3380.0,1334.0,43.0,9057.0
5063,1,86,3,2,2,1.0,not acept,not furnished,800.0,3410.0,270.0,44.0,4524.0
5065,1,211,3,2,2,6.0,acept,not furnished,2800.0,11000.0,483.0,140.0,14420.0
5068,1,108,3,2,2,5.0,acept,not furnished,1100.0,4348.0,250.0,56.0,5754.0
5071,1,198,3,4,3,13.0,acept,furnished,2699.0,8000.0,917.0,102.0,11720.0
5073,1,190,3,2,1,8.0,acept,furnished,2180.0,4500.0,150.0,58.0,6888.0
5074,1,22,1,1,0,25.0,acept,not furnished,472.0,2200.0,55.0,28.0,2755.0
5082,1,101,3,2,1,18.0,acept,not furnished,890.0,1700.0,22.0,22.0,2634.0
5083,1,87,2,3,0,13.0,acept,not furnished,1250.0,4200.0,109.0,54.0,5613.0
5084,1,72,2,1,1,4.0,acept,not furnished,650.0,1000.0,12.0,13.0,1675.0
5085,1,123,3,3,2,14.0,acept,not furnished,1100.0,3100.0,367.0,40.0,4607.0
5086,1,70,2,1,1,1.0,acept,not furnished,280.0,1000.0,138.0,13.0,1431.0
5091,1,340,4,4,3,14.0,not acept,not furnished,5000.0,5000.0,1084.0,64.0,11150.0
5093,1,150,3,3,1,3.0,not acept,not furnished,2229.0,4500.0,484.0,58.0,7271.0
5094,1,98,3,3,2,1.0,acept,furnished,1975.0,2970.0,459.0,38.0,5442.0
5095,1,300,4,3,2,13.0,acept,furnished,2600.0,8500.0,524.0,108.0,11730.0
5097,1,63,3,2,1,8.0,acept,not furnished,440.0,3300.0,10.0,42.0,3792.0
5100,0,110,3,3,2,0.0,acept,not furnished,560.0,3200.0,88.0,49.0,3897.0
5101,1,55,2,1,1,4.0,not acept,furnished,350.0,2450.0,237.0,32.0,3069.0
5102,1,47,1,1,0,0.0,not acept,not furnished,100.0,1000.0,76.0,13.0,1189.0
5104,1,65,2,2,2,7.0,acept,furnished,1037.0,4000.0,245.0,51.0,5333.0
5108,0,47,1,1,0,7.0,acept,not furnished,463.0,1000.0,17.0,13.0,1493.0
5110,1,90,3,3,1,11.0,acept,not furnished,1347.0,4650.0,241.0,59.0,6297.0
5111,1,83,2,2,1,3.0,acept,furnished,620.0,2300.0,119.0,30.0,3069.0
5115,1,218,4,4,3,10.0,acept,furnished,2347.0,8400.0,1105.0,107.0,11960.0
5117,1,70,2,2,2,5.0,not acept,not furnished,990.0,2500.0,71.0,32.0,3593.0
5119,1,60,1,2,1,2.0,acept,not furnished,1155.0,4000.0,112.0,51.0,5318.0
5121,1,245,3,4,3,10.0,acept,not furnished,2900.0,14000.0,917.0,178.0,18000.0
5123,1,120,2,2,0,1.0,acept,not furnished,300.0,3600.0,120.0,46.0,4066.0
5124,1,110,3,3,2,4.0,not acept,not furnished,1200.0,3900.0,484.0,50.0,5634.0
5125,1,42,1,1,1,4.0,not acept,furnished,660.0,4400.0,41.0,56.0,5157.0
5128,1,110,4,3,3,1.0,not acept,furnished,1650.0,2230.0,567.0,29.0,4476.0
5130,1,130,3,4,4,0.0,acept,not furnished,1100.0,3280.0,484.0,50.0,4914.0
5131,1,170,2,2,1,8.0,acept,not furnished,2700.0,2000.0,250.0,26.0,4976.0
5132,0,38,1,1,0,5.0,not acept,not furnished,440.0,892.0,17.0,12.0,1361.0
5134,0,45,1,1,1,9.0,not acept,furnished,492.0,1900.0,83.0,25.0,2500.0
5135,1,230,3,6,5,18.0,acept,furnished,2200.0,11050.0,1500.0,141.0,14890.0
5137,1,135,3,3,2,7.0,not acept,not furnished,1500.0,13800.0,375.0,175.0,15850.0
5139,1,25,1,1,0,3.0,acept,not furnished,450.0,1650.0,30.0,21.0,2151.0
5141,1,150,3,3,2,7.0,acept,not furnished,1300.0,3400.0,200.0,44.0,4944.0
5142,1,54,2,2,1,6.0,acept,not furnished,954.0,2800.0,199.0,36.0,3989.0
5143,1,82,3,2,2,4.0,not acept,not furnished,860.0,2600.0,209.0,33.0,3702.0
5144,1,84,2,2,0,1.0,acept,furnished,850.0,6000.0,250.0,77.0,7177.0
5146,1,230,4,3,1,2.0,not acept,not furnished,2400.0,3600.0,464.0,46.0,6510.0
5149,1,163,4,4,3,2.0,not acept,furnished,2300.0,9500.0,1000.0,121.0,12920.0
5150,1,35,1,1,1,12.0,not acept,furnished,1170.0,2200.0,242.0,28.0,3640.0
5152,0,60,1,1,0,3.0,acept,not furnished,250.0,1300.0,75.0,17.0,1642.0
5153,1,54,2,1,1,8.0,acept,not furnished,630.0,1550.0,84.0,20.0,2284.0
5155,1,50,2,1,1,9.0,acept,not furnished,410.0,1998.0,43.0,26.0,2477.0
5158,1,120,3,2,1,18.0,acept,not furnished,1150.0,5300.0,167.0,68.0,6685.0
5160,0,69,3,2,2,11.0,acept,not furnished,582.0,2000.0,142.0,26.0,2750.0
5164,0,80,3,1,1,1.0,acept,not furnished,380.0,1328.0,50.0,10.0,1768.0
5166,1,180,3,4,3,12.0,acept,not furnished,2047.0,2200.0,902.0,28.0,5177.0
5167,1,135,2,3,1,22.0,acept,not furnished,1415.0,6500.0,339.0,83.0,8337.0
5169,1,56,2,1,1,6.0,acept,not furnished,680.0,2200.0,11.0,28.0,2919.0
5170,0,40,1,1,1,6.0,acept,not furnished,600.0,650.0,35.0,9.0,1294.0
5171,1,86,3,2,2,6.0,acept,furnished,800.0,3100.0,203.0,40.0,4143.0
5175,0,72,2,1,2,16.0,acept,not furnished,730.0,1200.0,89.0,16.0,2035.0
5176,1,66,1,1,1,10.0,not acept,furnished,762.0,3500.0,65.0,45.0,4372.0
5177,0,70,2,1,1,4.0,acept,not furnished,452.0,1000.0,42.0,13.0,1507.0
5180,0,248,3,4,4,2.0,acept,not furnished,2648.0,8000.0,667.0,102.0,11420.0
5181,1,109,3,1,1,1.0,acept,not furnished,1200.0,2800.0,145.0,36.0,4181.0
5182,0,135,3,2,2,3.0,acept,not furnished,1100.0,2400.0,92.0,31.0,3623.0
5183,1,54,2,2,1,4.0,acept,not furnished,954.0,2800.0,199.0,36.0,3989.0
5186,1,180,3,4,3,7.0,acept,furnished,2420.0,4500.0,680.0,58.0,7658.0
5187,0,51,2,1,0,2.0,acept,not furnished,271.0,980.0,21.0,13.0,1285.0
5188,1,166,3,2,2,2.0,acept,not furnished,2124.0,7000.0,882.0,89.0,10100.0
5190,0,63,2,1,1,1.0,acept,not furnished,498.0,870.0,90.0,12.0,1470.0
5191,1,73,2,2,1,11.0,acept,not furnished,700.0,1250.0,150.0,16.0,2116.0
5192,1,126,3,4,3,4.0,acept,not furnished,1560.0,4000.0,1021.0,51.0,6632.0
5193,1,87,2,2,1,5.0,acept,not furnished,2100.0,2975.0,117.0,38.0,5230.0
5194,1,171,3,5,3,16.0,acept,not furnished,1320.0,10600.0,870.0,135.0,12930.0
5195,1,65,3,2,1,10.0,not acept,not furnished,587.0,3250.0,113.0,42.0,3992.0
5196,1,63,2,1,2,12.0,acept,not furnished,1200.0,5500.0,220.0,70.0,6990.0
5197,1,59,2,2,1,6.0,acept,not furnished,500.0,2500.0,75.0,32.0,3107.0
5201,1,30,1,1,1,3.0,acept,furnished,700.0,3300.0,9.0,42.0,4051.0
5202,1,61,1,2,2,1.0,not acept,furnished,2200.0,4000.0,250.0,51.0,6501.0
5203,0,54,1,1,1,5.0,acept,furnished,751.0,2350.0,127.0,30.0,3258.0
5204,1,32,1,1,1,23.0,acept,not furnished,1800.0,2000.0,416.0,26.0,4242.0
5205,0,90,3,2,1,3.0,acept,not furnished,920.0,1300.0,129.0,17.0,2366.0
5206,1,93,2,1,1,4.0,not acept,furnished,985.0,5500.0,110.0,70.0,6665.0
5208,1,220,4,4,4,10.0,acept,not furnished,2200.0,5500.0,832.0,70.0,8602.0
5211,1,100,2,3,1,7.0,not acept,furnished,1149.0,4930.0,266.0,63.0,6408.0
5212,1,35,1,1,1,5.0,acept,furnished,815.0,3200.0,149.0,41.0,4205.0
5213,1,60,2,2,1,14.0,not acept,furnished,916.0,5650.0,59.0,72.0,6697.0
5216,1,97,2,3,2,11.0,acept,furnished,700.0,2820.0,167.0,36.0,3723.0
5217,0,55,1,1,0,7.0,acept,not furnished,480.0,1200.0,50.0,16.0,1746.0
5218,1,230,3,3,3,6.0,not acept,not furnished,2100.0,10500.0,792.0,134.0,13530.0
5219,1,77,2,2,1,8.0,acept,not furnished,840.0,3260.0,34.0,42.0,4176.0
5220,1,42,1,1,1,4.0,not acept,not furnished,1200.0,2350.0,151.0,30.0,3731.0
5222,1,50,2,1,1,15.0,acept,not furnished,650.0,1300.0,34.0,17.0,2001.0
5225,1,49,1,1,0,12.0,not acept,furnished,443.0,3800.0,89.0,49.0,4381.0
5227,1,280,4,6,3,8.0,acept,not furnished,4500.0,4800.0,1500.0,61.0,10860.0
5228,1,68,2,2,0,6.0,not acept,furnished,630.0,6443.0,20.0,82.0,7175.0
5229,1,70,2,3,1,16.0,acept,not furnished,1100.0,1500.0,292.0,20.0,2912.0
5231,1,140,3,2,3,13.0,acept,furnished,1100.0,8000.0,167.0,102.0,9369.0
5234,1,81,3,1,1,3.0,acept,not furnished,900.0,2800.0,142.0,36.0,3878.0
5236,1,233,4,5,4,7.0,acept,furnished,3240.0,11000.0,92.0,140.0,14470.0
5237,1,43,2,1,1,1.0,not acept,not furnished,750.0,1375.0,17.0,18.0,2160.0
5239,1,54,1,1,1,13.0,not acept,furnished,679.0,5000.0,359.0,64.0,6102.0
5242,1,208,3,3,3,4.0,acept,furnished,2490.0,15000.0,1200.0,191.0,18880.0
5245,1,200,2,3,2,1.0,acept,furnished,1700.0,15000.0,667.0,191.0,17560.0
5252,1,180,3,4,4,22.0,acept,not furnished,1545.0,12000.0,818.0,153.0,14520.0
5255,1,43,1,1,0,5.0,acept,furnished,1195.0,680.0,220.0,9.0,2104.0
5258,1,86,3,2,1,7.0,acept,not furnished,890.0,2500.0,84.0,32.0,3506.0
5260,1,37,1,1,1,21.0,acept,not furnished,540.0,4000.0,50.0,51.0,4641.0
5263,1,159,2,2,2,12.0,acept,not furnished,2078.0,7000.0,505.0,89.0,9672.0
5266,1,164,4,4,2,6.0,not acept,not furnished,2159.0,5000.0,386.0,64.0,7609.0
5267,1,190,3,3,1,8.0,acept,furnished,2173.0,8000.0,600.0,102.0,10880.0
5268,1,190,3,2,2,9.0,acept,not furnished,1700.0,5700.0,492.0,73.0,7965.0
5270,0,110,3,3,2,0.0,acept,not furnished,560.0,3200.0,88.0,49.0,3897.0
5271,1,65,3,2,1,2.0,acept,furnished,1000.0,3200.0,245.0,41.0,4486.0
5273,1,114,4,4,2,6.0,acept,not furnished,1115.0,2790.0,321.0,36.0,4262.0
5276,1,65,2,1,0,7.0,not acept,not furnished,248.0,1200.0,42.0,16.0,1506.0
5279,1,46,1,1,0,2.0,acept,not furnished,553.0,1437.0,58.0,19.0,2067.0
5280,1,57,2,2,2,12.0,acept,not furnished,1250.0,2800.0,209.0,36.0,4295.0
5282,1,245,4,4,3,5.0,acept,not furnished,3519.0,6800.0,1219.0,87.0,11630.0
5283,1,20,1,1,0,0.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
5285,0,60,1,2,1,10.0,acept,not furnished,630.0,1338.0,72.0,17.0,2057.0
5286,1,76,2,2,2,17.0,acept,not furnished,640.0,4200.0,52.0,54.0,4946.0
5287,1,84,2,2,1,14.0,acept,not furnished,782.0,5300.0,145.0,68.0,6295.0
5288,1,101,3,2,2,7.0,acept,furnished,1097.0,3200.0,319.0,41.0,4657.0
5290,1,183,4,3,4,3.0,acept,not furnished,2380.0,5950.0,192.0,76.0,8598.0
5291,1,73,2,2,2,2.0,acept,not furnished,900.0,2652.0,107.0,9.0,3668.0
5292,1,290,4,3,2,1.0,not acept,furnished,2890.0,7150.0,862.0,91.0,10990.0
5295,1,51,1,1,0,9.0,acept,not furnished,367.0,1950.0,84.0,25.0,2426.0
5297,1,146,3,4,4,15.0,acept,not furnished,1510.0,6000.0,631.0,77.0,8218.0
5298,1,104,3,2,2,2.0,acept,not furnished,1500.0,4400.0,432.0,56.0,6388.0
5299,1,146,3,4,2,8.0,acept,furnished,1800.0,11000.0,592.0,140.0,13530.0
5304,1,60,2,2,2,5.0,acept,not furnished,540.0,2000.0,85.0,26.0,2651.0
5306,1,63,2,2,1,19.0,acept,not furnished,184.0,4400.0,136.0,56.0,4776.0
5308,1,130,3,2,2,1.0,not acept,not furnished,1324.0,3250.0,571.0,42.0,5187.0
5310,1,36,1,1,0,3.0,acept,furnished,450.0,2500.0,30.0,32.0,3012.0
5311,1,257,4,4,4,14.0,not acept,not furnished,5000.0,12000.0,1584.0,153.0,18740.0
5312,1,198,3,3,0,14.0,acept,not furnished,2070.0,6000.0,715.0,77.0,8862.0
5313,1,280,5,5,2,1.0,acept,furnished,4374.0,12750.0,929.0,162.0,18220.0
5314,1,373,4,4,3,12.0,acept,not furnished,4500.0,12750.0,1417.0,162.0,18830.0
5315,1,300,2,3,2,8.0,not acept,furnished,3000.0,5120.0,500.0,65.0,8685.0
5318,0,110,3,2,1,6.0,acept,not furnished,1090.0,1200.0,217.0,16.0,2523.0
5319,1,280,5,5,4,13.0,acept,not furnished,3100.0,10000.0,1167.0,127.0,14390.0
5321,1,245,3,5,4,3.0,acept,furnished,2300.0,10000.0,1218.0,127.0,13650.0
5323,1,209,4,4,3,7.0,not acept,not furnished,4300.0,3900.0,1084.0,50.0,9334.0
5325,1,113,2,3,2,10.0,acept,not furnished,1400.0,13500.0,375.0,172.0,15450.0
5327,0,73,3,1,1,3.0,acept,not furnished,547.0,1140.0,100.0,15.0,1802.0
5328,1,130,3,2,1,12.0,acept,not furnished,1267.0,4500.0,334.0,58.0,6159.0
5329,1,160,3,3,3,9.0,acept,furnished,2400.0,10000.0,584.0,127.0,13110.0
5330,1,220,3,4,3,16.0,acept,furnished,1500.0,8000.0,555.0,102.0,10160.0
5331,1,185,3,3,2,5.0,acept,not furnished,1900.0,3410.0,100.0,44.0,5454.0
5332,1,37,1,1,1,5.0,not acept,not furnished,880.0,2600.0,105.0,33.0,3618.0
5334,1,70,1,1,1,12.0,acept,not furnished,520.0,4400.0,120.0,56.0,5096.0
5336,1,85,2,1,0,1.0,acept,not furnished,720.0,3100.0,28.0,40.0,3888.0
5337,0,55,2,1,1,2.0,acept,not furnished,450.0,1550.0,83.0,20.0,2103.0
5338,1,185,3,5,2,11.0,acept,furnished,2007.0,3000.0,806.0,39.0,5852.0
5340,1,76,3,2,2,14.0,acept,not furnished,857.0,2800.0,215.0,36.0,3908.0
5343,1,30,1,1,0,1.0,not acept,furnished,1200.0,1500.0,25.0,20.0,2745.0
5344,1,70,2,2,2,8.0,acept,not furnished,640.0,3650.0,300.0,47.0,4637.0
5347,1,55,2,1,1,2.0,acept,not furnished,672.0,1262.0,29.0,16.0,1979.0
5348,1,157,3,1,2,11.0,acept,not furnished,1776.0,3000.0,295.0,39.0,5110.0
5349,0,102,3,2,0,15.0,acept,not furnished,918.0,2500.0,248.0,32.0,3698.0
5352,1,120,3,3,3,11.0,acept,not furnished,1800.0,2500.0,321.0,32.0,4653.0
5354,0,70,3,2,1,3.0,acept,furnished,650.0,1300.0,55.0,17.0,2022.0
5355,1,26,1,1,0,4.0,acept,furnished,400.0,4300.0,60.0,55.0,4815.0
5356,1,27,1,1,1,6.0,not acept,furnished,650.0,2000.0,59.0,26.0,2735.0
5357,1,220,3,3,2,8.0,not acept,furnished,1700.0,11000.0,542.0,140.0,13380.0
5359,1,102,3,2,2,1.0,acept,not furnished,1300.0,1900.0,340.0,25.0,3565.0
5361,0,67,3,1,1,1.0,not acept,not furnished,351.0,900.0,40.0,12.0,1303.0
5364,1,156,3,4,3,7.0,not acept,not furnished,1417.0,5000.0,500.0,64.0,6981.0
5366,1,117,3,2,2,15.0,acept,furnished,1450.0,3100.0,200.0,40.0,4790.0
5367,1,55,1,1,1,1.0,acept,furnished,577.0,5275.0,80.0,67.0,5999.0
5368,1,60,2,2,1,11.0,not acept,furnished,1158.0,5500.0,150.0,70.0,6878.0
5370,1,36,1,1,1,15.0,not acept,furnished,510.0,2300.0,105.0,30.0,2945.0
5371,1,315,4,5,5,20.0,not acept,not furnished,2500.0,4000.0,1000.0,29.0,7529.0
5373,1,180,3,4,3,15.0,acept,furnished,1441.0,6600.0,690.0,84.0,8815.0
5375,1,71,2,1,1,10.0,acept,not furnished,1000.0,3100.0,97.0,40.0,4237.0
5376,0,68,3,2,2,9.0,acept,not furnished,568.0,1500.0,55.0,20.0,2143.0
5378,1,38,1,1,0,17.0,not acept,not furnished,583.0,1280.0,100.0,17.0,1980.0
5380,1,220,4,3,4,11.0,acept,furnished,1800.0,3000.0,1000.0,39.0,5839.0
5381,1,245,3,5,4,13.0,acept,furnished,2450.0,11500.0,1584.0,146.0,15680.0
5384,1,380,3,3,2,1.0,acept,not furnished,3580.0,11000.0,1084.0,140.0,15800.0
5385,0,47,2,1,1,4.0,acept,not furnished,260.0,900.0,25.0,12.0,1197.0
5386,1,180,3,3,2,16.0,acept,not furnished,2200.0,11000.0,131.0,140.0,13470.0
5388,1,136,3,4,3,2.0,acept,not furnished,1490.0,3200.0,500.0,41.0,5231.0
5390,1,122,2,2,2,10.0,acept,not furnished,1761.0,3950.0,640.0,51.0,6402.0
5391,0,34,1,1,0,4.0,acept,not furnished,430.0,700.0,70.0,9.0,1209.0
5392,1,130,2,2,2,5.0,acept,furnished,1500.0,12000.0,45.0,153.0,13700.0
5393,1,90,2,1,1,14.0,acept,furnished,640.0,2000.0,75.0,26.0,2741.0
5394,1,75,1,1,2,8.0,acept,furnished,976.0,7000.0,323.0,89.0,8388.0
5395,1,39,1,1,1,11.0,not acept,not furnished,650.0,3500.0,164.0,45.0,4359.0
5399,1,124,3,1,0,8.0,not acept,not furnished,1200.0,1200.0,84.0,16.0,2500.0
5401,1,200,3,2,1,2.0,acept,not furnished,1750.0,4500.0,375.0,58.0,6683.0
5404,1,40,1,1,1,3.0,not acept,furnished,600.0,2300.0,34.0,30.0,2964.0
5406,1,230,3,4,3,2.0,acept,not furnished,3700.0,12000.0,157.0,153.0,16010.0
5407,0,45,1,1,1,16.0,not acept,furnished,450.0,3900.0,105.0,50.0,4505.0
5411,1,170,3,5,3,7.0,acept,furnished,1750.0,2800.0,600.0,36.0,5186.0
5412,0,72,2,1,0,2.0,not acept,not furnished,606.0,800.0,60.0,11.0,1477.0
5413,1,195,2,3,3,15.0,acept,furnished,2600.0,9200.0,250.0,117.0,12170.0
5414,0,170,2,3,3,16.0,acept,not furnished,1350.0,5900.0,167.0,75.0,7492.0
5415,1,360,4,5,2,6.0,acept,not furnished,2600.0,15000.0,1167.0,191.0,18960.0
5416,0,156,4,5,3,3.0,not acept,not furnished,1950.0,1100.0,200.0,14.0,3264.0
5417,0,420,4,5,4,0.0,acept,not furnished,600.0,7225.0,584.0,109.0,8518.0
5419,1,165,4,3,3,10.0,acept,furnished,2440.0,6300.0,1292.0,80.0,10110.0
5420,1,200,4,5,4,23.0,not acept,not furnished,2200.0,6000.0,1334.0,77.0,9611.0
5421,1,465,4,4,4,3.0,acept,not furnished,4500.0,6500.0,1167.0,83.0,12250.0
5423,1,130,3,2,1,4.0,not acept,furnished,1134.0,7900.0,386.0,101.0,9521.0
5424,1,52,2,1,1,7.0,acept,not furnished,633.0,1340.0,8.0,17.0,1998.0
5425,1,25,1,1,0,8.0,acept,not furnished,450.0,1800.0,25.0,23.0,2298.0
5427,1,93,2,2,2,3.0,acept,not furnished,800.0,3500.0,200.0,45.0,4545.0
5428,1,85,2,2,1,6.0,acept,furnished,1200.0,5300.0,67.0,68.0,6635.0
5431,1,150,3,3,3,19.0,acept,furnished,1800.0,2800.0,740.0,36.0,5376.0
5432,1,70,2,2,0,17.0,acept,not furnished,600.0,2000.0,75.0,26.0,2701.0
5434,1,250,4,4,3,6.0,acept,not furnished,1850.0,6970.0,1580.0,89.0,10490.0
5435,1,22,1,1,0,25.0,acept,not furnished,472.0,2200.0,55.0,28.0,2755.0
5439,1,326,4,4,3,5.0,acept,not furnished,5307.0,8000.0,2050.0,102.0,15460.0
5441,0,80,3,1,1,3.0,acept,not furnished,740.0,1500.0,63.0,20.0,2323.0
5444,1,200,3,4,1,8.0,not acept,furnished,2200.0,6000.0,375.0,77.0,8652.0
5453,0,55,1,1,1,9.0,acept,furnished,660.0,2600.0,73.0,33.0,3366.0
5454,0,55,2,1,1,0.0,acept,not furnished,400.0,790.0,24.0,11.0,1225.0
5455,1,80,3,2,2,12.0,not acept,not furnished,996.0,1850.0,229.0,24.0,3099.0
5459,1,60,2,2,2,6.0,acept,not furnished,1050.0,2417.0,344.0,31.0,3842.0
5462,1,158,3,4,2,4.0,acept,not furnished,1699.0,5760.0,459.0,73.0,7991.0
5463,1,180,3,4,3,3.0,acept,not furnished,1600.0,3500.0,65.0,45.0,5210.0
5464,1,60,2,1,1,13.0,acept,furnished,550.0,1620.0,80.0,21.0,2271.0
5470,0,68,2,1,2,1.0,acept,not furnished,520.0,1200.0,74.0,16.0,1810.0
5474,1,135,3,4,3,12.0,not acept,not furnished,950.0,3800.0,504.0,49.0,5303.0
5475,1,36,1,1,0,9.0,acept,not furnished,385.0,2150.0,40.0,28.0,2603.0
5476,1,63,2,3,1,0.0,acept,not furnished,100.0,1990.0,110.0,30.0,2230.0
5478,0,440,4,4,4,0.0,acept,not furnished,2200.0,9810.0,737.0,148.0,12900.0
5481,1,84,1,1,1,1.0,not acept,not furnished,929.0,2500.0,246.0,32.0,3707.0
5483,1,36,1,1,1,11.0,not acept,furnished,450.0,3800.0,55.0,49.0,4354.0
5485,1,90,3,2,2,11.0,not acept,not furnished,522.0,3000.0,101.0,39.0,3662.0
5487,1,26,1,1,0,2.0,acept,furnished,470.0,2200.0,150.0,28.0,2848.0
5491,1,97,3,1,1,2.0,acept,furnished,915.0,6000.0,50.0,77.0,7042.0
5492,1,227,4,3,3,10.0,acept,furnished,4000.0,10000.0,1700.0,127.0,15830.0
5499,1,246,3,4,4,5.0,acept,not furnished,1970.0,1800.0,1400.0,23.0,5193.0
5500,0,87,3,2,1,9.0,acept,not furnished,743.0,1800.0,109.0,23.0,2675.0
5502,1,85,3,2,3,3.0,acept,furnished,1100.0,1999.0,153.0,26.0,3278.0
5503,1,58,1,1,1,1.0,acept,furnished,475.0,3500.0,70.0,45.0,4090.0
5506,1,54,2,1,0,2.0,not acept,not furnished,571.0,1700.0,135.0,22.0,2428.0
5507,0,128,3,3,2,1.0,acept,not furnished,1236.0,2650.0,784.0,34.0,4704.0
5510,1,69,3,2,2,7.0,acept,not furnished,530.0,1500.0,134.0,20.0,2184.0
5511,1,42,1,1,1,4.0,acept,not furnished,500.0,2200.0,100.0,28.0,2828.0
5518,1,42,1,1,1,14.0,acept,furnished,1202.0,2650.0,243.0,34.0,4129.0
5519,1,101,3,4,2,5.0,acept,not furnished,1300.0,3360.0,340.0,43.0,5043.0
5520,1,120,3,2,1,7.0,acept,not furnished,1400.0,4675.0,200.0,60.0,6335.0
5522,1,200,4,4,2,8.0,acept,furnished,3000.0,2800.0,830.0,36.0,6666.0
5524,1,180,3,2,1,8.0,acept,furnished,2000.0,12000.0,334.0,153.0,14490.0
5526,1,93,2,1,1,1.0,acept,not furnished,390.0,2150.0,76.0,28.0,2644.0
5527,1,115,3,1,2,5.0,acept,not furnished,945.0,4300.0,300.0,55.0,5600.0
5528,1,263,4,5,4,21.0,acept,not furnished,2900.0,12500.0,1588.0,159.0,17150.0
5531,0,70,2,1,2,5.0,acept,not furnished,771.0,2100.0,55.0,27.0,2953.0
5532,1,56,2,2,1,11.0,acept,not furnished,980.0,4800.0,151.0,61.0,5992.0
5535,1,95,3,2,1,10.0,not acept,furnished,1018.0,4300.0,380.0,55.0,5753.0
5536,0,180,4,3,2,0.0,acept,not furnished,1050.0,4348.0,167.0,66.0,5631.0
5538,1,80,3,2,3,1.0,acept,not furnished,1150.0,1615.0,160.0,21.0,2946.0
5539,1,129,2,3,2,16.0,acept,furnished,1100.0,2376.0,334.0,38.0,3848.0
5540,1,226,4,4,3,4.0,not acept,not furnished,3500.0,10000.0,1200.0,127.0,14830.0
5541,1,152,3,3,1,5.0,not acept,furnished,1178.0,5200.0,213.0,66.0,6657.0
5547,1,34,1,1,0,3.0,not acept,furnished,460.0,2415.0,125.0,31.0,3031.0
5548,1,60,2,1,1,5.0,acept,furnished,600.0,3300.0,67.0,42.0,4009.0
5550,1,130,3,2,1,2.0,acept,furnished,1168.0,6900.0,233.0,88.0,8389.0
5551,1,51,2,1,1,12.0,not acept,furnished,446.0,2400.0,114.0,31.0,2991.0
5554,1,169,4,4,4,9.0,acept,not furnished,1800.0,6450.0,1140.0,82.0,9472.0
